month,tprev,tavg,prcp,wspd,pres,pprev,pdiff
2024-01-05 00:00:00,21.7,21.3,0,5.1,1012.8,1012.7,
2024-01-06 00:00:00,21.3,21.8,0,6.1,1013.3,1012.8,
2024-01-07 00:00:00,21.8,22.4,0.5,7,1013.5,1013.3,
2024-01-08 00:00:00,22.4,22.4,0.1,10,1014,1013.5,
2024-01-09 00:00:00,22.4,20.6,0,8.3,1014.4,1014,
2024-01-10 00:00:00,20.6,21,7.3,5.9,1015.2,1014.4,
2024-01-11 00:00:00,21,22.3,0,5.4,1015.2,1015.2,
2024-01-12 00:00:00,22.3,22.6,0,6.4,1014.7,1015.2,
2024-01-13 00:00:00,22.6,23.1,0,5.2,1015.1,1014.7,
2024-01-14 00:00:00,23.1,23.2,0,6,1015.1,1015.1,
2024-01-15 00:00:00,23.2,21.1,0,5.8,1014.6,1015.1,
2024-01-16 00:00:00,21.1,20,0,5.6,1012.6,1014.6,
2024-01-17 00:00:00,20,20,0,7.1,1011.7,1012.6,
2024-01-18 00:00:00,20,19,0,6.1,1013.4,1011.7,
2024-01-19 00:00:00,19,19.9,0,6.6,1013.2,1013.4,
2024-01-20 00:00:00,19.9,20.9,0,7.2,1013.9,1013.2,
2024-01-21 00:00:00,20.9,20.6,0,5.7,1014.5,1013.9,
2024-01-22 00:00:00,20.6,21.2,0,7,1015,1014.5,
2024-01-23 00:00:00,21.2,19.5,0,5.1,1015.1,1015,
2024-01-24 00:00:00,19.5,19.1,0,6.2,1015.4,1015.1,
2024-01-25 00:00:00,19.1,18.9,0,6.3,1016.9,1015.4,
2024-01-26 00:00:00,18.9,20.5,0,5.7,1017.7,1016.9,
2024-01-27 00:00:00,20.5,21.9,0,6.3,1017.6,1017.7,
2024-01-28 00:00:00,21.9,22.7,0,4.9,1016.7,1017.6,
2024-01-29 00:00:00,22.7,22.6,0,5.2,1016.1,1016.7,
2024-01-30 00:00:00,22.6,22.4,0,6.1,1015.2,1016.1,
2024-01-31 00:00:00,22.4,22.1,0,8.5,1014.8,1015.2,
2024-02-01 00:00:00,22.1,20.2,0,6.7,1015.7,1014.8,
2024-02-02 00:00:00,20.2,20.8,0,6.4,1016.1,1015.7,
2024-02-03 00:00:00,20.8,22.1,0,7,1016.2,1016.1,
2024-02-04 00:00:00,22.1,24.1,0,5.5,1016.6,1016.2,
2024-02-05 00:00:00,24.1,24.9,0,5.6,1016.3,1016.6,
2024-02-06 00:00:00,24.9,25.1,0,5.6,1016.1,1016.3,
2024-02-07 00:00:00,25.1,24.9,0,5.6,1016.6,1016.1,
2024-02-08 00:00:00,24.9,23.3,0,5.9,1016.1,1016.6,
2024-02-09 00:00:00,23.3,23.7,0,6.3,1015.3,1016.1,
2024-02-10 00:00:00,23.7,23.4,0,6.3,1016.1,1015.3,
2024-02-11 00:00:00,23.4,22.8,0,8.6,1016.5,1016.1,
2024-02-12 00:00:00,22.8,23.2,0,6.6,1015.8,1016.5,
2024-02-13 00:00:00,23.2,23.1,0,6.8,1015.5,1015.8,
2024-02-14 00:00:00,23.1,23.2,0,6.2,1015.3,1015.5,
2024-02-15 00:00:00,23.2,24.2,0,7,1014.5,1015.3,
2024-02-16 00:00:00,24.2,25,0,7.7,1014.7,1014.5,
2024-02-17 00:00:00,25,25.2,0,5.4,1013.6,1014.7,
2024-02-18 00:00:00,25.2,25.2,0,6.6,1012.4,1013.6,
2024-02-19 00:00:00,25.2,24.7,0,6.9,1013.1,1012.4,
2024-02-20 00:00:00,24.7,24,0,7.9,1013.5,1013.1,
2024-02-21 00:00:00,24,22.6,0,9.8,1013.1,1013.5,
2024-02-22 00:00:00,22.6,21.9,0,9.3,1013.5,1013.1,
2024-02-23 00:00:00,21.9,22,0,6.6,1013.5,1013.5,
2024-02-24 00:00:00,22,22.6,0,6.7,1012.7,1013.5,
2024-02-25 00:00:00,22.6,23.5,0,6.9,1012,1012.7,
2024-02-26 00:00:00,23.5,25.1,0,7.2,1011.5,1012,
2024-02-27 00:00:00,25.1,26.7,0,6.8,1012.6,1011.5,
2024-02-28 00:00:00,26.7,26.5,0,6.5,1012.6,1012.6,
2024-02-29 00:00:00,26.5,27.2,0,9,1012.4,1012.6,
2024-03-01 00:00:00,27.2,27,0.3,7.2,1012.8,1012.4,
2024-03-02 00:00:00,27,25.5,2,9.4,1012.9,1012.8,
2024-03-03 00:00:00,25.5,24.4,0,11.6,1013,1012.9,
2024-03-04 00:00:00,24.4,22.6,0,7.7,1013.2,1013,
2024-03-05 00:00:00,22.6,23.9,0,6.7,1013.2,1013.2,
2024-03-06 00:00:00,23.9,24.1,0,7.4,1013,1013.2,
2024-03-07 00:00:00,24.1,24.6,0,6.3,1012.7,1013,
2024-03-08 00:00:00,24.6,26.6,0,7.4,1012.8,1012.7,
2024-03-09 00:00:00,26.6,26.4,0,6.9,1012.9,1012.8,
2024-03-10 00:00:00,26.4,26.3,0,6.5,1013.6,1012.9,
2024-03-11 00:00:00,26.3,26.7,0,7.3,1015,1013.6,
2024-03-12 00:00:00,26.7,27.4,0,7.4,1013.8,1015,
2024-03-13 00:00:00,27.4,26.1,0,7.7,1013.1,1013.8,
2024-03-14 00:00:00,26.1,25.7,0,7,1013.4,1013.1,
2024-03-15 00:00:00,25.7,25,0,7.4,1012.5,1013.4,
2024-03-16 00:00:00,25,25.8,0,7.3,1012.4,1012.5,
2024-03-17 00:00:00,25.8,26.2,0,7.6,1012.3,1012.4,
2024-03-18 00:00:00,26.2,25.9,0,8.6,1012.3,1012.3,
2024-03-19 00:00:00,25.9,26.2,0,8.1,1012.1,1012.3,
2024-03-20 00:00:00,26.2,26.5,0,7.2,1012,1012.1,
2024-03-21 00:00:00,26.5,27.1,0,8.3,1011,1012,
2024-03-22 00:00:00,27.1,27.3,0,7.1,1009.5,1011,
2024-03-23 00:00:00,27.3,27.7,0,6.5,1009.6,1009.5,
2024-03-24 00:00:00,27.7,28.3,0,7.2,1010.9,1009.6,
2024-03-25 00:00:00,28.3,28.9,0,7.3,1011.3,1010.9,
2024-03-26 00:00:00,28.9,29.4,0,8.9,1011.4,1011.3,
2024-03-27 00:00:00,29.4,29.3,0,8.7,1012.7,1011.4,
2024-03-28 00:00:00,29.3,29.8,0,9.4,1012,1012.7,
2024-03-29 00:00:00,29.8,29.8,0,10,1011.2,1012,
2024-03-30 00:00:00,29.8,29.8,0,10,1012.5,1011.2,
2024-03-31 00:00:00,29.8,30.7,0,10.2,1013.2,1012.5,
2024-04-01 00:00:00,30.7,30.5,0,9.7,1010.3,1013.2,
2024-04-02 00:00:00,30.5,29,0,9.8,1009.1,1010.3,
2024-04-03 00:00:00,29,28.6,0,8.2,1009.6,1009.1,
2024-04-04 00:00:00,28.6,29.4,0,8.3,1010,1009.6,
2024-04-05 00:00:00,29.4,29.9,0,7.6,1009.6,1010,
2024-04-06 00:00:00,29.9,30.4,0,8.8,1008.6,1009.6,
2024-04-07 00:00:00,30.4,29.3,0,8.6,1008.4,1008.6,
2024-04-08 00:00:00,29.3,28.7,0,7.6,1009,1008.4,
2024-04-09 00:00:00,28.7,29.2,0,9.2,1009.1,1009,
2024-04-10 00:00:00,29.2,29.2,0,8.3,1009.1,1009.1,
2024-04-11 00:00:00,29.2,29.7,0,8,1009.5,1009.1,
2024-04-12 00:00:00,29.7,29.1,0,9.7,1009.6,1009.5,
2024-04-13 00:00:00,29.1,28.2,0,8.6,1010,1009.6,
2024-04-14 00:00:00,28.2,28.7,0,6.8,1010.5,1010,
2024-04-15 00:00:00,28.7,31,0,7.2,1010.4,1010.5,
2024-04-16 00:00:00,31,32.8,0.2,9.6,1010,1010.4,
2024-04-17 00:00:00,32.8,32.5,0,10.3,1009.5,1010,
2024-04-18 00:00:00,32.5,31.1,0,10.3,1009.3,1009.5,
2024-04-19 00:00:00,31.1,31.1,0,9.2,1007.2,1009.3,
2024-04-20 00:00:00,31.1,29.9,0,8.1,1007.9,1007.2,
2024-04-21 00:00:00,29.9,29.4,0,7.1,1008.2,1007.9,
2024-04-22 00:00:00,29.4,30.2,0,7,1008.5,1008.2,
2024-04-23 00:00:00,30.2,30.2,0,7.4,1007.5,1008.5,
2024-04-24 00:00:00,30.2,30.5,0,7,1006.8,1007.5,
2024-04-25 00:00:00,30.5,30.5,0.1,7.3,1007.3,1006.8,
2024-04-26 00:00:00,30.5,31.4,0,7.1,1007.1,1007.3,
2024-04-27 00:00:00,31.4,32.1,0,7.4,1007.2,1007.1,
2024-04-28 00:00:00,32.1,33.1,0,8.3,1007,1007.2,
2024-04-29 00:00:00,33.1,33.1,0,7.3,1008.1,1007,
2024-04-30 00:00:00,33.1,32.4,0,9.4,1007.1,1008.1,
2024-05-01 00:00:00,32.4,30.3,0,14.6,1006.8,1007.1,
2024-05-02 00:00:00,30.3,29.2,0,9.5,1006.3,1006.8,
2024-05-03 00:00:00,29.2,29.1,0,8.2,1007.5,1006.3,
2024-05-04 00:00:00,29.1,30.1,0,9.3,1008.1,1007.5,
2024-05-05 00:00:00,30.1,30.4,0,9.9,1006.7,1008.1,
2024-05-06 00:00:00,30.4,29.8,0,10.4,1007.5,1006.7,
2024-05-07 00:00:00,29.8,28.7,0,11.2,1008.8,1007.5,
2024-05-08 00:00:00,28.7,28.9,0,9.6,1008.2,1008.8,
2024-05-09 00:00:00,28.9,28.8,0.2,10.7,1007.5,1008.2,
2024-05-10 00:00:00,28.8,27.9,6.7,7.7,1009.1,1007.5,
2024-05-11 00:00:00,27.9,28.3,2.7,5.7,1009.6,1009.1,
2024-05-12 00:00:00,28.3,27.5,0.8,5.2,1010.2,1009.6,
2024-05-13 00:00:00,27.5,27.7,0.3,5.7,1009.7,1010.2,
2024-05-14 00:00:00,27.7,28.9,0,6.6,1009.4,1009.7,
2024-05-15 00:00:00,28.9,29.8,0,6.3,1009,1009.4,
2024-05-16 00:00:00,29.8,27.3,13,7,1009.4,1009,
2024-05-17 00:00:00,27.3,29.2,3,6.7,1008.1,1009.4,
2024-05-18 00:00:00,29.2,29.9,0,6.4,1006.1,1008.1,
2024-05-19 00:00:00,29.9,29.5,0,8.5,1004.9,1006.1,
2024-05-20 00:00:00,29.5,30.8,6.1,9,1004.4,1004.9,
2024-05-21 00:00:00,30.8,32.6,0.3,9.8,1003.7,1004.4,
2024-05-22 00:00:00,32.6,31.2,0,8,1003.9,1003.7,
2024-05-23 00:00:00,31.2,31.3,0,9.2,1002.9,1003.9,
2024-05-24 00:00:00,31.3,29.6,0,12.4,1002.4,1002.9,
2024-05-25 00:00:00,29.6,28.1,0,16.6,1003.8,1002.4,
2024-05-26 00:00:00,28.1,28.3,0,16.7,1004.7,1003.8,
2024-05-27 00:00:00,28.3,26.7,0,17,1005,1004.7,
2024-05-28 00:00:00,26.7,28.1,0,18.8,1004.7,1005,
2024-05-29 00:00:00,28.1,27.8,0,16.3,1005.1,1004.7,
2024-05-30 00:00:00,27.8,28.5,0,15.2,1006,1005.1,
2024-05-31 00:00:00,28.5,28.9,0.1,13.5,1006.9,1006,
2024-06-01 00:00:00,28.9,29.2,0.3,12.2,1006.6,1006.9,
2024-06-02 00:00:00,29.2,29.2,0.3,11.6,1007,1006.6,
2024-06-03 00:00:00,29.2,28.8,1.3,9.6,1007.4,1007,
2024-06-04 00:00:00,28.8,27.1,0,7.4,1008.4,1007.4,
2024-06-05 00:00:00,27.1,27.1,68.1,9,1008.5,1008.4,
2024-06-06 00:00:00,27.1,27.8,8.9,8.9,1008.9,1008.5,
2024-06-07 00:00:00,27.8,27.2,14,8.3,1007.2,1008.9,
2024-06-08 00:00:00,27.2,26.1,0,9.5,1006.2,1007.2,
2024-06-09 00:00:00,26.1,24.7,117.1,8.9,1006.1,1006.2,
2024-06-10 00:00:00,24.7,25.2,13,10.6,1007.2,1006.1,
2024-06-11 00:00:00,25.2,26.8,7.9,11.7,1007.5,1007.2,
2024-06-12 00:00:00,26.8,27.4,0,10.1,1008.4,1007.5,
2024-06-13 00:00:00,27.4,27.3,1,10.6,1008.1,1008.4,
2024-06-14 00:00:00,27.3,26.6,0,11.6,1007.3,1008.1,
2024-06-15 00:00:00,26.6,27,0,10.8,1006.6,1007.3,
2024-06-16 00:00:00,27,27.3,0.5,8,1006.9,1006.6,
2024-06-17 00:00:00,27.3,27.3,5.1,8.4,1007.1,1006.9,
2024-06-18 00:00:00,27.3,27.1,0.8,12.1,1007,1007.1,
2024-06-19 00:00:00,27.1,26.4,0,14.2,1005.2,1007,
2024-06-20 00:00:00,26.4,26.2,0,13.9,1004.3,1005.2,
2024-06-21 00:00:00,26.2,26.4,6.1,14,1004.7,1004.3,
2024-06-22 00:00:00,26.4,27.7,0.8,11.3,1003.3,1004.7,
2024-06-23 00:00:00,27.7,26.8,0,10.1,1002.3,1003.3,
2024-06-24 00:00:00,26.8,27.7,0.5,8.5,1000.9,1002.3,
2024-06-25 00:00:00,27.7,27.1,0.3,12.9,999.7,1000.9,
2024-06-26 00:00:00,27.1,26.5,0.5,14.3,1000.1,999.7,
2024-06-27 00:00:00,26.5,25.6,0.5,15.2,1002.4,1000.1,
2024-06-28 00:00:00,25.6,25.3,1,17.1,1003.5,1002.4,
2024-06-29 00:00:00,25.3,25.9,5.1,15.7,1004.6,1003.5,
2024-06-30 00:00:00,25.9,26,0,15.1,1005,1004.6,
2024-07-01 00:00:00,26,26.2,2,19.1,1004.1,1005,
2024-07-02 00:00:00,26.2,25.6,4.1,15.4,1003.7,1004.1,
2024-07-03 00:00:00,25.6,26.9,13,16.4,1004.3,1003.7,
2024-07-04 00:00:00,26.9,26.2,0.3,14.9,1005.5,1004.3,
2024-07-05 00:00:00,26.2,26.1,0.8,14.9,1003.7,1005.5,
2024-07-06 00:00:00,26.1,26.1,1,16.4,1002.6,1003.7,
2024-07-07 00:00:00,26.1,26.1,2,12.4,1003.8,1002.6,
2024-07-08 00:00:00,26.1,24.6,0,9.6,1004.1,1003.8,
2024-07-09 00:00:00,24.6,24.7,16,10.2,1004.6,1004.1,
2024-07-10 00:00:00,24.7,26,0,12.4,1007.3,1004.6,
2024-07-11 00:00:00,26,25.4,0,13.1,1006.9,1007.3,
2024-07-12 00:00:00,25.4,24.3,2,12.9,1005.1,1006.9,
2024-07-13 00:00:00,24.3,24.3,0,17.5,1004.6,1005.1,
2024-07-14 00:00:00,24.3,23.5,9.7,13.9,1002.9,1004.6,
2024-07-15 00:00:00,23.5,24.6,3.6,12.1,1001.8,1002.9,
2024-07-16 00:00:00,24.6,24.7,8.8,12.6,1001.6,1001.8,
2024-07-17 00:00:00,24.7,25,0,12.7,1003.2,1001.6,
2024-07-18 00:00:00,25,24.5,6.1,15.2,1003.8,1003.2,
2024-07-19 00:00:00,24.5,25,2,16.5,1002,1003.8,
2024-07-20 00:00:00,25,24.5,0,16.4,1002.8,1002,
2024-07-21 00:00:00,24.5,24.2,6.4,17.3,1003,1002.8,
2024-07-22 00:00:00,24.2,24.1,5.1,17.6,1004.9,1003,
2024-07-23 00:00:00,24.1,24.2,10.9,18.7,1005.5,1004.9,
2024-07-24 00:00:00,24.2,23.7,39.9,19.4,1003.1,1005.5,
2024-07-25 00:00:00,23.7,22.5,114,18.3,1002.5,1003.1,
2024-07-26 00:00:00,22.5,24.9,55.9,17.5,1003.5,1002.5,
2024-07-27 00:00:00,24.9,24.6,2,19.6,1004,1003.5,
2024-07-28 00:00:00,24.6,24.2,3,17.9,1002,1004,
2024-07-29 00:00:00,24.2,24.5,8.9,15.3,1001,1002,
2024-07-30 00:00:00,24.5,24.5,7.1,12,1004.5,1001,
2024-07-31 00:00:00,24.5,24.8,29,12.9,1006.5,1004.5,
2024-08-01 00:00:00,24.8,24.8,2,14.3,1006.4,1006.5,
2024-08-02 00:00:00,24.8,23.8,10.9,16.3,1005.9,1006.4,
2024-08-03 00:00:00,23.8,24.1,16,17,1006.2,1005.9,
2024-08-04 00:00:00,24.1,23.8,16,17.7,1006.7,1006.2,
2024-08-05 00:00:00,23.8,24.6,39.1,15.9,1007.5,1006.7,
2024-08-06 00:00:00,24.6,24.7,5.1,13.5,1007.6,1007.5,
2024-08-07 00:00:00,24.7,24.7,0,13.3,1007.6,1007.6,
2024-08-08 00:00:00,24.7,25,2,12.3,1008.5,1007.6,
2024-08-09 00:00:00,25,24.1,4.1,10.9,1009.4,1008.5,
2024-08-10 00:00:00,24.1,24.7,0.8,11.5,1009.4,1009.4,
2024-08-11 00:00:00,24.7,24.9,0.5,12.4,1007.7,1009.4,
2024-08-12 00:00:00,24.9,24.1,1.8,13.6,1008,1007.7,
2024-08-13 00:00:00,24.1,26.2,0.8,7.8,1007.8,1008,
2024-08-14 00:00:00,26.2,26.4,0,7.8,1007.7,1007.8,
2024-08-15 00:00:00,26.4,25.3,0.1,8.2,1006.6,1007.7,
2024-08-16 00:00:00,25.3,25.3,1.4,8,1005.7,1006.6,
2024-08-17 00:00:00,25.3,25.3,2.5,5.3,1006.9,1005.7,
2024-08-18 00:00:00,25.3,25.2,18.3,4.5,1007.6,1006.9,
2024-08-19 00:00:00,25.2,25,4,3.9,1006.9,1007.6,
2024-08-20 00:00:00,25,25.1,1.5,4.4,1006.4,1006.9,
2024-08-21 00:00:00,25.1,26.2,0.5,4.5,1006.8,1006.4,
2024-08-22 00:00:00,26.2,26.7,2,3.7,1006.1,1006.8,
2024-08-23 00:00:00,26.7,25.5,7.1,9.4,1006.9,1006.1,
2024-08-24 00:00:00,25.5,23.4,9.9,11.1,1007.5,1006.9,
2024-08-25 00:00:00,23.4,23.4,34,16.7,1006.4,1007.5,
2024-08-26 00:00:00,23.4,23.7,11.9,16.3,1005.5,1006.4,
2024-08-27 00:00:00,23.7,23.7,15,16.6,1006.5,1005.5,
2024-08-28 00:00:00,23.7,25.1,6.1,,,1006.5,
2024-08-29 00:00:00,25.1,25.1,1,,,,
2024-08-30 00:00:00,25.1,24.4,1,,,,
2024-08-31 00:00:00,24.4,25.2,6.1,,,,
2024-09-01 00:00:00,25.2,24.8,1,,,,
2024-09-02 00:00:00,24.8,24.1,2,,,,
2024-09-03 00:00:00,24.1,25.1,1,,,,
2024-09-04 00:00:00,25.1,25.1,0,13.7,1008,,
2024-09-05 00:00:00,25.1,24.9,6.1,13.2,1006.9,1008,
2024-09-06 00:00:00,24.9,24.6,6.1,13.3,1007.8,1006.9,
2024-09-07 00:00:00,24.6,24.8,0.5,12.2,1008.5,1007.8,
2024-09-08 00:00:00,24.8,24.8,0.5,10.7,1008.5,1008.5,
2024-09-09 00:00:00,24.8,25.2,2,10.2,1006.2,1008.5,
2024-09-10 00:00:00,25.2,24.3,0.5,10.9,1005.5,1006.2,
2024-09-11 00:00:00,24.3,24.5,2,11.6,1006.5,1005.5,
2024-09-12 00:00:00,24.5,24.3,0.3,13.8,1008.4,1006.5,
2024-09-13 00:00:00,24.3,24.4,0.3,14.1,1009.1,1008.4,
2024-09-14 00:00:00,24.4,24.1,0,11.5,1008.6,1009.1,
2024-09-15 00:00:00,24.1,23.4,0,11.3,1009.1,1008.6,
2024-09-16 00:00:00,23.4,23.7,0,8.5,1009.7,1009.1,
2024-09-17 00:00:00,23.7,23.4,1.4,9.4,1009.6,1009.7,
2024-09-18 00:00:00,23.4,23.4,0,8.4,1007.9,1009.6,
2024-09-19 00:00:00,23.4,23.9,0,7.1,1008.3,1007.9,
2024-09-20 00:00:00,23.9,24.6,1.1,7,1008.5,1008.3,
2024-09-21 00:00:00,24.6,24.7,7.4,8,1009.2,1008.5,
2024-09-22 00:00:00,24.7,25.8,0.5,7.9,1008.5,1009.2,
2024-09-23 00:00:00,25.8,26,17,6.1,1007.3,1008.5,
2024-09-24 00:00:00,26,24.7,5.1,5.4,1005.7,1007.3,
2024-09-25 00:00:00,24.7,25,20.1,6.1,1005,1005.7,
2024-09-26 00:00:00,25,24.1,133.1,13.3,1004.6,1005,
2024-09-27 00:00:00,24.1,24.5,6.1,16.1,1006.1,1004.6,
2024-09-28 00:00:00,24.5,24.6,4.1,12.4,1009,1006.1,
2024-09-29 00:00:00,24.6,26.2,2,8.1,1011.1,1009,
2024-09-30 00:00:00,26.2,25.5,0,4.7,1011.1,1011.1,
2024-10-01 00:00:00,25.5,25.9,0,4.3,1009.2,1011.1,
2024-10-02 00:00:00,25.9,25.4,5.2,5.8,1010,1009.2,
2024-10-03 00:00:00,25.4,25,1.6,8.6,1010.1,1010,
2024-10-04 00:00:00,25,24.4,1,7.5,1010.3,1010.1,
2024-10-05 00:00:00,24.4,24.4,0,5.1,1010.6,1010.3,
2024-10-06 00:00:00,24.4,24.6,0.8,6.1,1010.9,1010.6,
2024-10-07 00:00:00,24.6,25.6,0,7.2,1011.4,1010.9,
2024-10-08 00:00:00,25.6,25.2,2.5,5.4,1011.7,1011.4,
2024-10-09 00:00:00,25.2,25.5,0,6,1010,1011.7,
2024-10-10 00:00:00,25.5,26.2,2,8.9,1008.5,1010,
2024-10-11 00:00:00,26.2,25.6,0,11.2,1008.2,1008.5,
2024-10-12 00:00:00,25.6,26.3,23.1,8.1,1009.1,1008.2,
2024-10-13 00:00:00,26.3,26.6,0,6.6,1010,1009.1,
2024-10-14 00:00:00,26.6,27,0,6.4,1010.5,1010,
2024-10-15 00:00:00,27,26.4,0,5.1,1010.7,1010.5,
2024-10-16 00:00:00,26.4,26.6,5.1,5.7,1010.2,1010.7,
2024-10-17 00:00:00,26.6,26.5,2,7.7,1009.3,1010.2,
2024-10-18 00:00:00,26.5,26.8,0.3,8.7,1009.2,1009.3,
2024-10-19 00:00:00,26.8,26.2,0,5.5,1011.2,1009.2,
2024-10-20 00:00:00,26.2,25.5,20.1,5.1,1012.3,1011.2,
2024-10-21 00:00:00,25.5,25.1,1,5.9,1012.4,1012.3,
2024-10-22 00:00:00,25.1,26.4,0,5.1,1012.2,1012.4,
2024-10-23 00:00:00,26.4,26,6.1,5.2,1011.9,1012.2,
2024-10-24 00:00:00,26,25.3,0,5.6,1011.6,1011.9,
2024-10-25 00:00:00,25.3,23.9,0,5,1011.7,1011.6,
2024-10-26 00:00:00,23.9,23.8,0,5.7,1011.8,1011.7,
2024-10-27 00:00:00,23.8,24,0,5.2,1010.3,1011.8,
2024-10-28 00:00:00,24,24.6,0,4.8,1008.8,1010.3,
2024-10-29 00:00:00,24.6,24.2,0,5.2,1010,1008.8,
2024-10-30 00:00:00,24.2,24.5,0,4.6,1011.1,1010,
2024-10-31 00:00:00,24.5,25.2,2.4,6.2,1012,1011.1,
2024-11-01 00:00:00,25.2,25.2,0.1,5.5,1013,1012,
2024-11-02 00:00:00,25.2,24.6,0,6.2,1013.7,1013,
2024-11-03 00:00:00,24.6,24,0,6.5,1013.6,1013.7,
2024-11-04 00:00:00,24,23.9,0,6.7,1012.7,1013.6,
2024-11-05 00:00:00,23.9,23.8,0,6,1013.3,1012.7,
2024-11-06 00:00:00,23.8,23.5,0,5.5,1014,1013.3,
2024-11-07 00:00:00,23.5,23.3,0,6.4,1013.9,1014,
2024-11-08 00:00:00,23.3,23.1,0,7.2,1013.6,1013.9,
2024-11-09 00:00:00,23.1,23.2,0,6.5,1013.6,1013.6,
2024-11-10 00:00:00,23.2,22.9,0,6.3,1013.8,1013.6,
2024-11-11 00:00:00,22.9,22.7,0,7.8,1013.5,1013.8,
2024-11-12 00:00:00,22.7,22.3,0,7.4,1012.9,1013.5,
2024-11-13 00:00:00,22.3,22.6,0,7.5,1011.7,1012.9,
2024-11-14 00:00:00,22.6,23.8,0,7.1,1012.5,1011.7,
2024-11-15 00:00:00,23.8,25,2.7,5.5,1013.2,1012.5,
2024-11-16 00:00:00,25,25.4,0.1,6.3,1012.2,1013.2,
2024-11-17 00:00:00,25.4,24.8,0,7.8,1012.4,1012.2,
2024-11-18 00:00:00,24.8,22.6,0,10.6,1013.9,1012.4,
2024-11-19 00:00:00,22.6,21.5,0,8.9,1014.7,1013.9,
2024-11-20 00:00:00,21.5,21,0,9.3,1014.2,1014.7,
2024-11-21 00:00:00,21,21.1,0,8,1013.8,1014.2,
2024-11-22 00:00:00,21.1,20.9,0,4.7,1013,1013.8,
2024-11-23 00:00:00,20.9,21,0,3.8,1013.8,1013,
2024-11-24 00:00:00,21,21,0,4.6,1014.1,1013.8,
2024-11-25 00:00:00,21,20.3,0,7.4,1014,1014.1,
2024-11-26 00:00:00,20.3,19.8,0,7.8,1013.8,1014,
2024-11-27 00:00:00,19.8,19.6,0,7.4,1013.2,1013.8,
2024-11-28 00:00:00,19.6,19.4,0,10.4,1013.2,1013.2,
2024-11-29 00:00:00,19.4,18.8,0,8,1013.3,1013.2,
2024-11-30 00:00:00,18.8,19.7,0,5,1011.8,1013.3,
2024-12-01 00:00:00,19.7,21.6,0,7.2,1010,1011.8,
2024-12-02 00:00:00,21.6,23.7,0,7.9,1009.3,1010,
2024-12-03 00:00:00,23.7,24.7,0.4,10.1,1010.8,1009.3,
2024-12-04 00:00:00,24.7,24.9,0.5,9.1,1011.8,1010.8,
2024-12-05 00:00:00,24.9,25.7,0,4.2,1012.4,1011.8,
2024-12-06 00:00:00,25.7,25.2,0,4.1,1012.3,1012.4,
2024-12-07 00:00:00,25.2,24.4,0,4.1,1011.5,1012.3,
2024-12-08 00:00:00,24.4,22.7,0,5.4,1011.5,1011.5,
2024-12-09 00:00:00,22.7,21,0,4,1012.3,1011.5,
2024-12-10 00:00:00,21,,,,,1012.3,
2024-12-11 00:00:00,,,,,,,
2024-12-12 00:00:00,,21.3,0,4.8,1012.9,,
2024-12-13 00:00:00,21.3,20.4,0,7.3,1013.7,1012.9,
2024-12-14 00:00:00,20.4,19.3,0,7.2,1015.3,1013.7,
2024-12-15 00:00:00,19.3,19.1,0,5.6,1016.2,1015.3,
2024-12-16 00:00:00,19.1,18.8,0,5.5,1015,1016.2,
2024-12-17 00:00:00,18.8,19,0,4.7,1013.4,1015,
2024-12-18 00:00:00,19,18.8,0,4.1,1012.8,1013.4,
2024-12-19 00:00:00,18.8,19.6,0,3.6,1012.1,1012.8,
2024-12-20 00:00:00,19.6,21,0,4.2,1011.5,1012.1,
2024-12-21 00:00:00,21,21.5,0,5.5,1011.6,1011.5,
2024-12-22 00:00:00,21.5,21.3,0,6.8,1012.4,1011.6,
2024-12-23 00:00:00,21.3,20.7,0,6.1,1012.4,1012.4,
2024-12-24 00:00:00,20.7,21.3,0,5.5,1012.7,1012.4,
2024-12-25 00:00:00,21.3,22.5,0,5.4,1013.6,1012.7,
2024-12-26 00:00:00,22.5,22.9,0,5.8,1015.3,1013.6,
2024-12-27 00:00:00,22.9,22.7,0.1,6.6,1015.6,1015.3,
2024-12-28 00:00:00,22.7,23.1,1.1,5.9,1015.6,1015.6,
2024-12-29 00:00:00,23.1,23.2,0,4.8,1015.8,1015.6,
2024-12-30 00:00:00,23.2,23.1,0,5.2,1016.1,1015.8,
2024-12-31 00:00:00,23.1,22.8,0,5.2,1016.2,1016.1,
,22.8,,,,,1016.2,
